Geographic Subdivision,Student Category,Performance Level,Percentage
STATEN ISLAND,Multi-Racial,Pct Level 2,37.3
STATEN ISLAND,Native American,Pct Level 2,38.5
STATEN ISLAND,White,Pct Level 2,39.0
BRONX,Asian,Pct Level 3,34.8
BRONX,Black,Pct Level 3,25.7
BRONX,Hispanic,Pct Level 3,25.1
BRONX,Multi-Racial,Pct Level 3,29.6
BRONX,Native American,Pct Level 3,28.9
BRONX,White,Pct Level 3,30.4
BRONX,Asian,Pct Level 3,30.0
BRONX,Black,Pct Level 3,21.8
BRONX,Hispanic,Pct Level 3,21.0
BRONX,Multi-Racial,Pct Level 3,30.4
BRONX,Native American,Pct Level 3,25.8
BRONX,White,Pct Level 3,24.9
BRONX,Asian,Pct Level 3,30.4
BRONX,Black,Pct Level 3,22.8
BRONX,Hispanic,Pct Level 3,22.5
BRONX,Multi-Racial,Pct Level 3,30.9
BRONX,Native American,Pct Level 3,25.7
BRONX,White,Pct Level 3,28.6
BRONX,Asian,Pct Level 3,31.6
BRONX,Black,Pct Level 3,22.6
BRONX,Hispanic,Pct Level 3,22.2
BRONX,Multi-Racial,Pct Level 3,30.1
BRONX,Native American,Pct Level 3,23.2
BRONX,White,Pct Level 3,27.8
BRONX,Asian,Pct Level 3,29.8
BRONX,Black,Pct Level 3,19.5
BRONX,Hispanic,Pct Level 3,19.1
BRONX,Multi-Racial,Pct Level 3,23.9
BRONX,Native American,Pct Level 3,22.4
BRONX,White,Pct Level 3,28.2
BRONX,Asian,Pct Level 3,30.5
BRONX,Black,Pct Level 3,18.2
BRONX,Hispanic,Pct Level 3,17.7
BRONX,Multi-Racial,Pct Level 3,23.8
BRONX,Native American,Pct Level 3,21.3
BRONX,White,Pct Level 3,27.3
BRONX,Asian,Pct Level 3,26.8
BRONX,Black,Pct Level 3,12.9
BRONX,Hispanic,Pct Level 3,12.3
BRONX,Multi-Racial,Pct Level 3,24.8
BRONX,Native American,Pct Level 3,15.5
BRONX,White,Pct Level 3,23.3
BRONX,Asian,Pct Level 3,26.5
BRONX,Black,Pct Level 3,11.6
BRONX,Hispanic,Pct Level 3,11.5
BRONX,Multi-Racial,Pct Level 3,17.2
BRONX,Native American,Pct Level 3,16.1
BRONX,White,Pct Level 3,23.4
BRONX,Asian,Pct Level 3,26.5
BRONX,Black,Pct Level 3,10.6
BRONX,Hispanic,Pct Level 3,10.7
BRONX,Multi-Racial,Pct Level 3,20.0
BRONX,Native American,Pct Level 3,13.6
BRONX,White,Pct Level 3,23.1
BROOKLYN,Asian,Pct Level 3,33.3
BROOKLYN,Black,Pct Level 3,29.8
BROOKLYN,Hispanic,Pct Level 3,28.3
BROOKLYN,Multi-Racial,Pct Level 3,34.7
BROOKLYN,Native American,Pct Level 3,29.1
BROOKLYN,White,Pct Level 3,34.5
BROOKLYN,Asian,Pct Level 3,31.3
BROOKLYN,Black,Pct Level 3,25.0
BROOKLYN,Hispanic,Pct Level 3,25.3
BROOKLYN,Multi-Racial,Pct Level 3,32.8
BROOKLYN,Native American,Pct Level 3,23.1
BROOKLYN,White,Pct Level 3,33.0
BROOKLYN,Asian,Pct Level 3,31.7
BROOKLYN,Black,Pct Level 3,25.3
BROOKLYN,Hispanic,Pct Level 3,25.9
BROOKLYN,Multi-Racial,Pct Level 3,35.0
BROOKLYN,Native American,Pct Level 3,26.1
BROOKLYN,White,Pct Level 3,33.4
BROOKLYN,Asian,Pct Level 3,31.6
BROOKLYN,Black,Pct Level 3,24.9
BROOKLYN,Hispanic,Pct Level 3,25.7
BROOKLYN,Multi-Racial,Pct Level 3,35.6
BROOKLYN,Native American,Pct Level 3,23.6
BROOKLYN,White,Pct Level 3,33.3
BROOKLYN,Asian,Pct Level 3,31.5
BROOKLYN,Black,Pct Level 3,22.4
BROOKLYN,Hispanic,Pct Level 3,22.2
BROOKLYN,Multi-Racial,Pct Level 3,33.9
BROOKLYN,Native American,Pct Level 3,21.3
BROOKLYN,White,Pct Level 3,32.6
BROOKLYN,Asian,Pct Level 3,32.0
BROOKLYN,Black,Pct Level 3,21.7
BROOKLYN,Hispanic,Pct Level 3,21.5
BROOKLYN,Multi-Racial,Pct Level 3,34.3
BROOKLYN,Native American,Pct Level 3,23.3
BROOKLYN,White,Pct Level 3,34.2
BROOKLYN,Asian,Pct Level 3,30.6
BROOKLYN,Black,Pct Level 3,16.1
BROOKLYN,Hispanic,Pct Level 3,16.3
BROOKLYN,Multi-Racial,Pct Level 3,30.8
BROOKLYN,Native American,Pct Level 3,20.1
BROOKLYN,White,Pct Level 3,31.7
BROOKLYN,Asian,Pct Level 3,29.7
BROOKLYN,Black,Pct Level 3,15.7
BROOKLYN,Hispanic,Pct Level 3,15.5
BROOKLYN,Multi-Racial,Pct Level 3,37.6
BROOKLYN,Native American,Pct Level 3,18.2
BROOKLYN,White,Pct Level 3,31.7
BROOKLYN,Asian,Pct Level 3,28.7
BROOKLYN,Black,Pct Level 3,14.3
BROOKLYN,Hispanic,Pct Level 3,13.8
BROOKLYN,Multi-Racial,Pct Level 3,32.6
BROOKLYN,Native American,Pct Level 3,18.4
BROOKLYN,White,Pct Level 3,30.5
MANHATTAN,Asian,Pct Level 3,30.0
MANHATTAN,Black,Pct Level 3,26.2
MANHATTAN,Hispanic,Pct Level 3,29.4
MANHATTAN,Multi-Racial,Pct Level 3,31.4
MANHATTAN,Native American,Pct Level 3,24.1
MANHATTAN,White,Pct Level 3,31.7
MANHATTAN,Asian,Pct Level 3,29.5
MANHATTAN,Black,Pct Level 3,22.0
MANHATTAN,Hispanic,Pct Level 3,25.3
MANHATTAN,Multi-Racial,Pct Level 3,28.5
MANHATTAN,Native American,Pct Level 3,21.0
MANHATTAN,White,Pct Level 3,31.8
MANHATTAN,Asian,Pct Level 3,31.5
MANHATTAN,Black,Pct Level 3,23.3
MANHATTAN,Hispanic,Pct Level 3,26.8
MANHATTAN,Multi-Racial,Pct Level 3,31.3
MANHATTAN,Native American,Pct Level 3,23.2
MANHATTAN,White,Pct Level 3,32.7
MANHATTAN,Asian,Pct Level 3,31.9
MANHATTAN,Black,Pct Level 3,22.7
MANHATTAN,Hispanic,Pct Level 3,26.3
MANHATTAN,Multi-Racial,Pct Level 3,31.3
MANHATTAN,Native American,Pct Level 3,22.8
MANHATTAN,White,Pct Level 3,33.5
MANHATTAN,Asian,Pct Level 3,33.5
MANHATTAN,Black,Pct Level 3,21.0
MANHATTAN,Hispanic,Pct Level 3,23.0
MANHATTAN,Multi-Racial,Pct Level 3,33.4
MANHATTAN,Native American,Pct Level 3,25.1
MANHATTAN,White,Pct Level 3,36.2
MANHATTAN,Asian,Pct Level 3,35.6
MANHATTAN,Black,Pct Level 3,20.1
MANHATTAN,Hispanic,Pct Level 3,21.6
MANHATTAN,Multi-Racial,Pct Level 3,35.9
MANHATTAN,Native American,Pct Level 3,27.4
MANHATTAN,White,Pct Level 3,38.4
MANHATTAN,Asian,Pct Level 3,35.2
MANHATTAN,Black,Pct Level 3,15.6
MANHATTAN,Hispanic,Pct Level 3,16.0
MANHATTAN,Multi-Racial,Pct Level 3,36.2
MANHATTAN,Native American,Pct Level 3,22.3
MANHATTAN,White,Pct Level 3,38.2
MANHATTAN,Asian,Pct Level 3,33.9
MANHATTAN,Black,Pct Level 3,14.6
MANHATTAN,Hispanic,Pct Level 3,14.9
MANHATTAN,Multi-Racial,Pct Level 3,34.5
MANHATTAN,Native American,Pct Level 3,19.5
MANHATTAN,White,Pct Level 3,38.3
MANHATTAN,Asian,Pct Level 3,34.1
MANHATTAN,Black,Pct Level 3,12.9
MANHATTAN,Hispanic,Pct Level 3,13.5
MANHATTAN,Multi-Racial,Pct Level 3,41.3
MANHATTAN,Native American,Pct Level 3,21.6
MANHATTAN,White,Pct Level 3,38.3
QUEENS,Asian,Pct Level 3,34.1
QUEENS,Black,Pct Level 3,29.2
QUEENS,Hispanic,Pct Level 3,27.9
QUEENS,Multi-Racial,Pct Level 3,29.9
QUEENS,Native American,Pct Level 3,34.1
QUEENS,White,Pct Level 3,34.1
QUEENS,Asian,Pct Level 3,31.2
QUEENS,Black,Pct Level 3,24.9
QUEENS,Hispanic,Pct Level 3,25.9
QUEENS,Multi-Racial,Pct Level 3,29.9
QUEENS,Native American,Pct Level 3,30.3
QUEENS,White,Pct Level 3,31.3
QUEENS,Asian,Pct Level 3,32.9
QUEENS,Black,Pct Level 3,25.8
QUEENS,Hispanic,Pct Level 3,27.5
QUEENS,Multi-Racial,Pct Level 3,33.6
QUEENS,Native American,Pct Level 3,30.4
QUEENS,White,Pct Level 3,32.5
QUEENS,Asian,Pct Level 3,33.3
QUEENS,Black,Pct Level 3,25.8
QUEENS,Hispanic,Pct Level 3,28.0
QUEENS,Multi-Racial,Pct Level 3,34.4
QUEENS,Native American,Pct Level 3,29.9
QUEENS,White,Pct Level 3,33.3
QUEENS,Asian,Pct Level 3,33.2
QUEENS,Black,Pct Level 3,22.8
QUEENS,Hispanic,Pct Level 3,25.0
QUEENS,Multi-Racial,Pct Level 3,30.0
QUEENS,Native American,Pct Level 3,27.5
QUEENS,White,Pct Level 3,33.1
QUEENS,Asian,Pct Level 3,34.8
QUEENS,Black,Pct Level 3,22.6
QUEENS,Hispanic,Pct Level 3,24.3
QUEENS,Multi-Racial,Pct Level 3,33.5
QUEENS,Native American,Pct Level 3,26.0
QUEENS,White,Pct Level 3,33.1
QUEENS,Asian,Pct Level 3,32.5
QUEENS,Black,Pct Level 3,16.5
QUEENS,Hispanic,Pct Level 3,19.3
QUEENS,Multi-Racial,Pct Level 3,28.4
QUEENS,Native American,Pct Level 3,22.5
QUEENS,White,Pct Level 3,30.3
QUEENS,Asian,Pct Level 3,31.6
QUEENS,Black,Pct Level 3,16.1
QUEENS,Hispanic,Pct Level 3,18.3
QUEENS,Multi-Racial,Pct Level 3,33.4
QUEENS,Native American,Pct Level 3,21.5
QUEENS,White,Pct Level 3,30.1
QUEENS,Asian,Pct Level 3,31.4
QUEENS,Black,Pct Level 3,14.4
QUEENS,Hispanic,Pct Level 3,17.2
QUEENS,Multi-Racial,Pct Level 3,32.2
QUEENS,Native American,Pct Level 3,22.8
QUEENS,White,Pct Level 3,29.0
STATEN ISLAND,Asian,Pct Level 3,35.9
STATEN ISLAND,Black,Pct Level 3,24.1
STATEN ISLAND,Hispanic,Pct Level 3,28.9
STATEN ISLAND,Multi-Racial,Pct Level 3,35.3
STATEN ISLAND,Native American,Pct Level 3,26.5
STATEN ISLAND,White,Pct Level 3,36.0
STATEN ISLAND,Asian,Pct Level 3,33.0
STATEN ISLAND,Black,Pct Level 3,20.6
STATEN ISLAND,Hispanic,Pct Level 3,25.9
STATEN ISLAND,Multi-Racial,Pct Level 3,34.5
STATEN ISLAND,Native American,Pct Level 3,30.0
STATEN ISLAND,White,Pct Level 3,34.2
STATEN ISLAND,Asian,Pct Level 3,33.8
STATEN ISLAND,Black,Pct Level 3,22.9
STATEN ISLAND,Hispanic,Pct Level 3,26.8
STATEN ISLAND,Multi-Racial,Pct Level 3,38.5
STATEN ISLAND,Native American,Pct Level 3,27.0
STATEN ISLAND,White,Pct Level 3,34.2
STATEN ISLAND,Asian,Pct Level 3,35.3
STATEN ISLAND,Black,Pct Level 3,22.3
STATEN ISLAND,Hispanic,Pct Level 3,27.4
STATEN ISLAND,Multi-Racial,Pct Level 3,35.8
STATEN ISLAND,Native American,Pct Level 3,29.8
STATEN ISLAND,White,Pct Level 3,35.2
STATEN ISLAND,Asian,Pct Level 3,34.0
STATEN ISLAND,Black,Pct Level 3,20.3
STATEN ISLAND,Hispanic,Pct Level 3,24.0
STATEN ISLAND,Multi-Racial,Pct Level 3,31.1
STATEN ISLAND,Native American,Pct Level 3,29.8
STATEN ISLAND,White,Pct Level 3,34.6
STATEN ISLAND,Asian,Pct Level 3,38.1
STATEN ISLAND,Black,Pct Level 3,18.1
STATEN ISLAND,Hispanic,Pct Level 3,23.2
STATEN ISLAND,Multi-Racial,Pct Level 3,32.5
STATEN ISLAND,Native American,Pct Level 3,21.1
STATEN ISLAND,White,Pct Level 3,34.7
STATEN ISLAND,Asian,Pct Level 3,35.5
STATEN ISLAND,Black,Pct Level 3,14.4
STATEN ISLAND,Hispanic,Pct Level 3,17.8
STATEN ISLAND,Multi-Racial,Pct Level 3,21.4
STATEN ISLAND,Native American,Pct Level 3,23.7
STATEN ISLAND,White,Pct Level 3,31.0
STATEN ISLAND,Asian,Pct Level 3,33.2
STATEN ISLAND,Black,Pct Level 3,14.2
STATEN ISLAND,Hispanic,Pct Level 3,16.2
STATEN ISLAND,Multi-Racial,Pct Level 3,32.9
STATEN ISLAND,Native American,Pct Level 3,26.4
STATEN ISLAND,White,Pct Level 3,29.8
STATEN ISLAND,Asian,Pct Level 3,33.2
STATEN ISLAND,Black,Pct Level 3,11.7
STATEN ISLAND,Hispanic,Pct Level 3,14.7
STATEN ISLAND,Multi-Racial,Pct Level 3,20.7
STATEN ISLAND,Native American,Pct Level 3,22.2
STATEN ISLAND,White,Pct Level 3,28.5
BRONX,Asian,Pct Level 3,35.5
BRONX,Black,Pct Level 3,23.8
BRONX,Hispanic,Pct Level 3,25.1
BRONX,Multi-Racial,Pct Level 3,34.4
BRONX,Native American,Pct Level 3,29.9
BRONX,White,Pct Level 3,34.5
BRONX,Asian,Pct Level 3,23.4
BRONX,Black,Pct Level 3,12.0
BRONX,Hispanic,Pct Level 3,12.6
BRONX,Multi-Racial,Pct Level 3,20.1
BRONX,Native American,Pct Level 3,17.3
BRONX,White,Pct Level 3,20.5
BRONX,Asian,Pct Level 3,24.6
BRONX,Black,Pct Level 3,17.0
BRONX,Hispanic,Pct Level 3,18.1
BRONX,Multi-Racial,Pct Level 3,28.9
BRONX,Native American,Pct Level 3,20.0
BRONX,White,Pct Level 3,25.2
BRONX,Asian,Pct Level 3,26.2
BRONX,Black,Pct Level 3,15.3
BRONX,Hispanic,Pct Level 3,16.5
BRONX,Multi-Racial,Pct Level 3,25.2
BRONX,Native American,Pct Level 3,19.8
BRONX,White,Pct Level 3,24.1
BRONX,Asian,Pct Level 3,26.5
BRONX,Black,Pct Level 3,13.3
BRONX,Hispanic,Pct Level 3,13.9
BRONX,Multi-Racial,Pct Level 3,18.0
BRONX,Native American,Pct Level 3,18.1
BRONX,White,Pct Level 3,22.1
BRONX,Asian,Pct Level 3,25.4
BRONX,Black,Pct Level 3,12.7
BRONX,Hispanic,Pct Level 3,13.4
BRONX,Multi-Racial,Pct Level 3,14.7
BRONX,Native American,Pct Level 3,15.7
BRONX,White,Pct Level 3,23.0
BRONX,Asian,Pct Level 3,25.5
BRONX,Black,Pct Level 3,12.9
BRONX,Hispanic,Pct Level 3,13.4
BRONX,Multi-Racial,Pct Level 3,24.1
BRONX,Native American,Pct Level 3,20.3
BRONX,White,Pct Level 3,23.8
BRONX,Asian,Pct Level 3,25.8
BRONX,Black,Pct Level 3,12.5
BRONX,Hispanic,Pct Level 3,13.3
BRONX,Multi-Racial,Pct Level 3,21.5
BRONX,Native American,Pct Level 3,17.5
BRONX,White,Pct Level 3,24.1
BRONX,Asian,Pct Level 3,27.0
BRONX,Black,Pct Level 3,9.9
BRONX,Hispanic,Pct Level 3,11.2
BRONX,Multi-Racial,Pct Level 3,12.8
BRONX,Native American,Pct Level 3,15.7
BRONX,White,Pct Level 3,22.8
BROOKLYN,Asian,Pct Level 3,34.1
BROOKLYN,Black,Pct Level 3,29.0
BROOKLYN,Hispanic,Pct Level 3,28.4
BROOKLYN,Multi-Racial,Pct Level 3,39.1
BROOKLYN,Native American,Pct Level 3,30.2
BROOKLYN,White,Pct Level 3,39.5
BROOKLYN,Asian,Pct Level 3,24.1
BROOKLYN,Black,Pct Level 3,14.7
BROOKLYN,Hispanic,Pct Level 3,16.1
BROOKLYN,Multi-Racial,Pct Level 3,27.0
BROOKLYN,Native American,Pct Level 3,16.6
BROOKLYN,White,Pct Level 3,26.8
BROOKLYN,Asian,Pct Level 3,23.4
BROOKLYN,Black,Pct Level 3,19.2
BROOKLYN,Hispanic,Pct Level 3,20.4
BROOKLYN,Multi-Racial,Pct Level 3,27.3
BROOKLYN,Native American,Pct Level 3,21.9
BROOKLYN,White,Pct Level 3,27.3
BROOKLYN,Asian,Pct Level 3,24.4
BROOKLYN,Black,Pct Level 3,18.3
BROOKLYN,Hispanic,Pct Level 3,20.0
BROOKLYN,Multi-Racial,Pct Level 3,27.9
BROOKLYN,Native American,Pct Level 3,21.6
BROOKLYN,White,Pct Level 3,27.2
BROOKLYN,Asian,Pct Level 3,26.5
BROOKLYN,Black,Pct Level 3,15.5
BROOKLYN,Hispanic,Pct Level 3,17.4
BROOKLYN,Multi-Racial,Pct Level 3,26.5
BROOKLYN,Native American,Pct Level 3,15.2
BROOKLYN,White,Pct Level 3,27.7
BROOKLYN,Asian,Pct Level 3,25.3
BROOKLYN,Black,Pct Level 3,14.7
BROOKLYN,Hispanic,Pct Level 3,16.2
BROOKLYN,Multi-Racial,Pct Level 3,24.3
BROOKLYN,Native American,Pct Level 3,16.5
BROOKLYN,White,Pct Level 3,26.5
BROOKLYN,Asian,Pct Level 3,28.1
BROOKLYN,Black,Pct Level 3,14.7
BROOKLYN,Hispanic,Pct Level 3,17.0
BROOKLYN,Multi-Racial,Pct Level 3,25.8
BROOKLYN,Native American,Pct Level 3,16.2
BROOKLYN,White,Pct Level 3,29.1
BROOKLYN,Asian,Pct Level 3,28.7
BROOKLYN,Black,Pct Level 3,14.1
BROOKLYN,Hispanic,Pct Level 3,17.0
BROOKLYN,Multi-Racial,Pct Level 3,29.9
BROOKLYN,Native American,Pct Level 3,16.4
BROOKLYN,White,Pct Level 3,29.7
BROOKLYN,Asian,Pct Level 3,29.7
BROOKLYN,Black,Pct Level 3,12.9
BROOKLYN,Hispanic,Pct Level 3,14.2
BROOKLYN,Multi-Racial,Pct Level 3,25.3
BROOKLYN,Native American,Pct Level 3,13.7
BROOKLYN,White,Pct Level 3,28.5
MANHATTAN,Asian,Pct Level 3,30.5
MANHATTAN,Black,Pct Level 3,23.4
MANHATTAN,Hispanic,Pct Level 3,27.7
MANHATTAN,Multi-Racial,Pct Level 3,33.9
MANHATTAN,Native American,Pct Level 3,23.2
MANHATTAN,White,Pct Level 3,37.1
MANHATTAN,Asian,Pct Level 3,23.1
MANHATTAN,Black,Pct Level 3,11.6
MANHATTAN,Hispanic,Pct Level 3,16.4
MANHATTAN,Multi-Racial,Pct Level 3,25.2
MANHATTAN,Native American,Pct Level 3,14.7
MANHATTAN,White,Pct Level 3,26.8
MANHATTAN,Asian,Pct Level 3,20.5
MANHATTAN,Black,Pct Level 3,16.8
MANHATTAN,Hispanic,Pct Level 3,21.7
MANHATTAN,Multi-Racial,Pct Level 3,21.5
MANHATTAN,Native American,Pct Level 3,15.3
MANHATTAN,White,Pct Level 3,24.7
MANHATTAN,Asian,Pct Level 3,22.9
MANHATTAN,Black,Pct Level 3,15.4
MANHATTAN,Hispanic,Pct Level 3,19.9
MANHATTAN,Multi-Racial,Pct Level 3,24.4
MANHATTAN,Native American,Pct Level 3,14.7
MANHATTAN,White,Pct Level 3,26.4
MANHATTAN,Asian,Pct Level 3,25.7
MANHATTAN,Black,Pct Level 3,14.2
MANHATTAN,Hispanic,Pct Level 3,17.2
MANHATTAN,Multi-Racial,Pct Level 3,24.9
MANHATTAN,Native American,Pct Level 3,17.8
MANHATTAN,White,Pct Level 3,28.0
MANHATTAN,Asian,Pct Level 3,25.2
MANHATTAN,Black,Pct Level 3,13.1
MANHATTAN,Hispanic,Pct Level 3,16.3
MANHATTAN,Multi-Racial,Pct Level 3,23.7
MANHATTAN,Native American,Pct Level 3,19.1
MANHATTAN,White,Pct Level 3,26.9
MANHATTAN,Asian,Pct Level 3,28.4
MANHATTAN,Black,Pct Level 3,13.7
MANHATTAN,Hispanic,Pct Level 3,16.5
MANHATTAN,Multi-Racial,Pct Level 3,27.5
MANHATTAN,Native American,Pct Level 3,17.9
MANHATTAN,White,Pct Level 3,29.4
MANHATTAN,Asian,Pct Level 3,30.2
MANHATTAN,Black,Pct Level 3,13.9
MANHATTAN,Hispanic,Pct Level 3,16.7
MANHATTAN,Multi-Racial,Pct Level 3,26.2
MANHATTAN,Native American,Pct Level 3,20.1
MANHATTAN,White,Pct Level 3,30.7
MANHATTAN,Asian,Pct Level 3,30.9
MANHATTAN,Black,Pct Level 3,12.1
MANHATTAN,Hispanic,Pct Level 3,13.9
MANHATTAN,Multi-Racial,Pct Level 3,29.7
MANHATTAN,Native American,Pct Level 3,22.8
MANHATTAN,White,Pct Level 3,32.1
QUEENS,Asian,Pct Level 3,36.7
QUEENS,Black,Pct Level 3,28.4
QUEENS,Hispanic,Pct Level 3,28.8
QUEENS,Multi-Racial,Pct Level 3,34.9
QUEENS,Native American,Pct Level 3,37.7
QUEENS,White,Pct Level 3,40.6
QUEENS,Asian,Pct Level 3,25.3
QUEENS,Black,Pct Level 3,14.7
QUEENS,Hispanic,Pct Level 3,17.0
QUEENS,Multi-Racial,Pct Level 3,24.6
QUEENS,Native American,Pct Level 3,23.2
QUEENS,White,Pct Level 3,26.2
QUEENS,Asian,Pct Level 3,24.7
QUEENS,Black,Pct Level 3,19.2
QUEENS,Hispanic,Pct Level 3,22.7
QUEENS,Multi-Racial,Pct Level 3,22.4
QUEENS,Native American,Pct Level 3,24.9
QUEENS,White,Pct Level 3,28.1
QUEENS,Asian,Pct Level 3,25.8
QUEENS,Black,Pct Level 3,17.5
QUEENS,Hispanic,Pct Level 3,22.3
QUEENS,Multi-Racial,Pct Level 3,26.0
QUEENS,Native American,Pct Level 3,24.6
QUEENS,White,Pct Level 3,28.5
QUEENS,Asian,Pct Level 3,26.8
QUEENS,Black,Pct Level 3,15.1
QUEENS,Hispanic,Pct Level 3,20.0
QUEENS,Multi-Racial,Pct Level 3,25.0
QUEENS,Native American,Pct Level 3,22.1
QUEENS,White,Pct Level 3,28.5
QUEENS,Asian,Pct Level 3,26.1
QUEENS,Black,Pct Level 3,14.6
QUEENS,Hispanic,Pct Level 3,19.9
QUEENS,Multi-Racial,Pct Level 3,23.9
QUEENS,Native American,Pct Level 3,20.6
QUEENS,White,Pct Level 3,27.1
QUEENS,Asian,Pct Level 3,28.4
QUEENS,Black,Pct Level 3,15.0
QUEENS,Hispanic,Pct Level 3,20.9
QUEENS,Multi-Racial,Pct Level 3,26.4
QUEENS,Native American,Pct Level 3,23.1
QUEENS,White,Pct Level 3,29.3
QUEENS,Asian,Pct Level 3,30.0
QUEENS,Black,Pct Level 3,15.0
QUEENS,Hispanic,Pct Level 3,21.2
QUEENS,Multi-Racial,Pct Level 3,28.5
QUEENS,Native American,Pct Level 3,22.7
QUEENS,White,Pct Level 3,29.4
QUEENS,Asian,Pct Level 3,29.8
QUEENS,Black,Pct Level 3,12.5
QUEENS,Hispanic,Pct Level 3,18.3
QUEENS,Multi-Racial,Pct Level 3,30.5
QUEENS,Native American,Pct Level 3,21.4
QUEENS,White,Pct Level 3,28.5
STATEN ISLAND,Asian,Pct Level 3,38.5
STATEN ISLAND,Black,Pct Level 3,23.1
STATEN ISLAND,Hispanic,Pct Level 3,29.7
STATEN ISLAND,Multi-Racial,Pct Level 3,37.1
STATEN ISLAND,Native American,Pct Level 3,30.9
STATEN ISLAND,White,Pct Level 3,42.3
STATEN ISLAND,Asian,Pct Level 3,27.2
STATEN ISLAND,Black,Pct Level 3,12.5
STATEN ISLAND,Hispanic,Pct Level 3,16.0
STATEN ISLAND,Multi-Racial,Pct Level 3,21.7
STATEN ISLAND,Native American,Pct Level 3,21.5
STATEN ISLAND,White,Pct Level 3,27.4
STATEN ISLAND,Asian,Pct Level 3,26.1
STATEN ISLAND,Black,Pct Level 3,15.0
STATEN ISLAND,Hispanic,Pct Level 3,21.0
STATEN ISLAND,Multi-Racial,Pct Level 3,28.3
STATEN ISLAND,Native American,Pct Level 3,23.1
STATEN ISLAND,White,Pct Level 3,29.3
STATEN ISLAND,Asian,Pct Level 3,27.5
STATEN ISLAND,Black,Pct Level 3,14.6
STATEN ISLAND,Hispanic,Pct Level 3,20.6
STATEN ISLAND,Multi-Racial,Pct Level 3,27.9
STATEN ISLAND,Native American,Pct Level 3,18.8
STATEN ISLAND,White,Pct Level 3,29.0
STATEN ISLAND,Asian,Pct Level 3,30.6
STATEN ISLAND,Black,Pct Level 3,12.5
STATEN ISLAND,Hispanic,Pct Level 3,18.2
STATEN ISLAND,Multi-Racial,Pct Level 3,22.7
STATEN ISLAND,Native American,Pct Level 3,16.1
STATEN ISLAND,White,Pct Level 3,29.1
STATEN ISLAND,Asian,Pct Level 3,28.9
STATEN ISLAND,Black,Pct Level 3,11.7
STATEN ISLAND,Hispanic,Pct Level 3,16.2
STATEN ISLAND,Multi-Racial,Pct Level 3,25.1
STATEN ISLAND,Native American,Pct Level 3,19.1
STATEN ISLAND,White,Pct Level 3,27.6
STATEN ISLAND,Asian,Pct Level 3,30.5
STATEN ISLAND,Black,Pct Level 3,12.7
STATEN ISLAND,Hispanic,Pct Level 3,16.9
STATEN ISLAND,Multi-Racial,Pct Level 3,20.2
STATEN ISLAND,Native American,Pct Level 3,23.4
STATEN ISLAND,White,Pct Level 3,28.3
STATEN ISLAND,Asian,Pct Level 3,34.5
STATEN ISLAND,Black,Pct Level 3,12.8
STATEN ISLAND,Hispanic,Pct Level 3,17.3
STATEN ISLAND,Multi-Racial,Pct Level 3,29.8
STATEN ISLAND,Native American,Pct Level 3,22.2
STATEN ISLAND,White,Pct Level 3,29.8
STATEN ISLAND,Asian,Pct Level 3,33.0
STATEN ISLAND,Black,Pct Level 3,10.0
