District,Borough,Year,Present,Absent,Enrolled,Attendance Rate
22,K,2019,527749.0,30162.0,558061.0,0.9456833571957188
22,K,2019,626805.0,30253.0,657185.0,0.9537725298051538
22,K,2019,526398.0,31976.0,558856.0,0.9419206378745152
22,K,2019,457531.0,34657.0,492348.0,0.9292837586422612
22,K,2019,588577.0,49414.0,638231.0,0.9222005825476982
22,K,2019,459477.0,31831.0,491598.0,0.9346600270953096
22,K,2019,290715.0,32684.0,327746.0,0.887013113813746
22,K,2020,281215.0,36997.0,318212.0,0.8837347428758187
22,K,2020,604028.0,63178.0,667211.0,0.9053028202472682
22,K,2020,522695.0,47775.0,570497.0,0.9162099011914172
22,K,2020,492909.0,45064.0,537985.0,0.9162132773218584
22,K,2020,549371.0,50904.0,600279.0,0.9151927686958896
22,K,2020,397490.0,33531.0,431031.0,0.92218425124875
22,K,2020,580365.0,48688.0,629063.0,0.9225864500058024
22,K,2020,575743.0,52880.0,628631.0,0.91586797342161
22,K,2020,541905.0,55326.0,597237.0,0.9073533622330834
22,K,2020,450468.0,69962.0,538303.0,0.8368298151784404
23,K,2018,114236.0,14183.0,128432.0,0.8894667995515136
23,K,2018,171836.0,18346.0,190314.0,0.9029078260138508
23,K,2018,137110.0,19469.0,156613.0,0.8754701078454534
23,K,2018,114173.0,16199.0,130407.0,0.8755128175634743
23,K,2018,151584.0,25677.0,178358.0,0.8498861839670775
23,K,2018,106384.0,14786.0,121343.0,0.8767213601114197
23,K,2018,152320.0,20759.0,173564.0,0.8776013459012237
23,K,2018,123138.0,16051.0,139332.0,0.8837740074067695
23,K,2018,166331.0,25072.0,191929.0,0.8666277633916709
23,K,2018,101825.0,24786.0,127581.0,0.7981204097788855
23,K,2019,127558.0,13860.0,141494.0,0.9015081911600492
23,K,2019,150636.0,17492.0,168146.0,0.8958643083986535
23,K,2019,125611.0,17138.0,143008.0,0.8783494629671067
23,K,2019,109064.0,17141.0,126241.0,0.8639348547619237
23,K,2019,145289.0,23791.0,171483.0,0.8472501647393619
23,K,2019,111538.0,14623.0,126217.0,0.8837002939382175
23,K,2019,70313.0,13564.0,84185.0,0.835220051077983
23,K,2020,60872.0,15556.0,76428.0,0.7964620296226513
23,K,2020,138306.0,23618.0,161924.0,0.8541414490748747
23,K,2020,121435.0,18311.0,139746.0,0.8689694159403489
23,K,2020,113556.0,18668.0,132224.0,0.858815343659245
23,K,2020,127598.0,20301.0,147899.0,0.8627374086369752
23,K,2020,92537.0,14286.0,106823.0,0.8662647557174017
23,K,2020,136847.0,17509.0,154356.0,0.8865674155847522
23,K,2020,137153.0,16739.0,153892.0,0.8912289137836925
23,K,2020,131296.0,14845.0,146141.0,0.8984200190227246
23,K,2020,115593.0,16652.0,132245.0,0.8740821959242315
24,Q,2018,796447.0,45130.0,841686.0,0.946251927678493
24,Q,2018,1173380.0,59956.0,1233456.0,0.951294573945078
24,Q,2018,951427.0,56376.0,1007933.0,0.9439387340229956
24,Q,2018,787402.0,51294.0,838787.0,0.9387389170313798
24,Q,2018,1023045.0,83715.0,1109338.0,0.9222121661747816
24,Q,2018,735002.0,46207.0,781801.0,0.940139498414558
24,Q,2018,1051964.0,63176.0,1116766.0,0.9419735199674776
24,Q,2018,845463.0,47308.0,892996.0,0.9467713181246052
24,Q,2018,1156020.0,72958.0,1229486.0,0.9402465745848264
24,Q,2018,685594.0,68586.0,759454.0,0.9027459200952264
24,Q,2019,890530.0,44154.0,934764.0,0.952678964958
24,Q,2019,1049417.0,50631.0,1100184.0,0.9538559004675582
24,Q,2019,883135.0,50580.0,934198.0,0.9453402811823618
24,Q,2019,769052.0,54503.0,823675.0,0.933683795186208
24,Q,2019,1003437.0,81161.0,1086765.0,0.9233247298173938
24,Q,2019,770358.0,51783.0,822319.0,0.936811626631514
24,Q,2019,498378.0,46335.0,547988.0,0.90946882048512
24,Q,2020,452547.0,79927.0,532475.0,0.8498934222263956
24,Q,2020,1017910.0,97261.0,1115183.0,0.9127739572787604
24,Q,2020,875549.0,78889.0,954454.0,0.917329698445394
24,Q,2020,833614.0,66627.0,900261.0,0.9259692466962358
24,Q,2020,933570.0,71049.0,1004624.0,0.929273041456306
24,Q,2020,680293.0,45356.0,725663.0,0.9374778650695984
24,Q,2020,986301.0,68613.0,1054938.0,0.9349374086439204
24,Q,2020,980863.0,74293.0,1055258.0,0.9295006529208972
24,Q,2020,925837.0,78030.0,1003956.0,0.922188821024029
24,Q,2020,800248.0,102018.0,905854.0,0.8834182991961177
25,Q,2018,518984.0,31823.0,550848.0,0.9421546415708144
25,Q,2018,765429.0,42012.0,807524.0,0.9478715183697328
25,Q,2018,617870.0,41844.0,659851.0,0.9363780611077348
25,Q,2018,511665.0,37701.0,549439.0,0.9312498748723698
25,Q,2018,667240.0,52265.0,724649.0,0.9207768174661112
25,Q,2018,476248.0,35629.0,512286.0,0.929652576880883
25,Q,2018,679868.0,49138.0,732764.0,0.9278130475842152
25,Q,2018,548202.0,37806.0,586204.0,0.9351727385005902
25,Q,2018,749205.0,55363.0,805168.0,0.9304952506806032
25,Q,2018,442276.0,45706.0,496619.0,0.8905740618059317
25,Q,2019,589695.0,33373.0,623196.0,0.9462432364777694
25,Q,2019,696307.0,37076.0,733460.0,0.949345567583781
25,Q,2019,585182.0,37793.0,623393.0,0.9387047977760418
25,Q,2019,511024.0,38715.0,549786.0,0.9294962039775476
25,Q,2019,665387.0,53467.0,723157.0,0.9201141660801182
25,Q,2019,507776.0,40149.0,548110.0,0.9264125814161392
25,Q,2019,323414.0,38745.0,365471.0,0.8849238380062987
25,Q,2020,320101.0,37022.0,357126.0,0.896325106545029
25,Q,2020,695206.0,54475.0,749681.0,0.9273357601433144
25,Q,2020,597528.0,44751.0,642280.0,0.9303232235162234
25,Q,2020,565785.0,40233.0,606020.0,0.9336078017227154
25,Q,2020,633762.0,42995.0,676763.0,0.9364607698706932
25,Q,2020,458009.0,28607.0,486627.0,0.9411910970825704
25,Q,2020,663725.0,44988.0,708713.0,0.9365215538588963
25,Q,2020,660549.0,47630.0,708179.0,0.9327429929438744
25,Q,2020,621966.0,50660.0,672628.0,0.9246805069072356
25,Q,2020,549821.0,58699.0,611380.0,0.8993113938957767
26,Q,2018,453833.0,21775.0,475691.0,0.9540500030481972
26,Q,2018,667175.0,29030.0,696309.0,0.958159380390028
26,Q,2018,534756.0,33958.0,568911.0,0.9399642474833496
26,Q,2018,447081.0,26887.0,474001.0,0.9432068708715804
26,Q,2018,569742.0,36647.0,606500.0,0.9393932399010716
26,Q,2018,412542.0,25596.0,438820.0,0.9401166765416344
26,Q,2018,584694.0,33146.0,626459.0,0.9333316306414308
26,Q,2018,472425.0,28095.0,500643.0,0.9436364834822418
26,Q,2018,647954.0,40149.0,688373.0,0.9412832868226964
26,Q,2018,352948.0,36786.0,390196.0,0.9045402823196548
26,Q,2019,513739.0,22580.0,537323.0,0.9561083370709984
26,Q,2019,605379.0,23716.0,630314.0,0.960440351951567
26,Q,2019,508073.0,25239.0,534593.0,0.9503921674993874
26,Q,2019,444343.0,25893.0,471159.0,0.9430850307433372
26,Q,2019,564766.0,36952.0,602551.0,0.937291615149589
26,Q,2019,440688.0,26380.0,467912.0,0.9418181196464293
26,Q,2019,280713.0,25971.0,311971.0,0.8998047895477465
26,Q,2020,286840.0,21065.0,307907.0,0.9315799900619344
26,Q,2020,611575.0,33505.0,645080.0,0.9480607056489118
26,Q,2020,527127.0,24226.0,551354.0,0.9560590836377356
26,Q,2020,494169.0,25456.0,519625.0,0.951010825114265
26,Q,2020,546723.0,32837.0,579560.0,0.9433415004486162
26,Q,2020,390690.0,19499.0,410198.0,0.9524424789979472
26,Q,2020,573738.0,30287.0,604034.0,0.9498438829602308
26,Q,2020,571512.0,32395.0,603907.0,0.9463576345364436
26,Q,2020,538189.0,35050.0,573245.0,0.9388463920313304
26,Q,2020,458329.0,62158.0,520512.0,0.8805349348333948
27,Q,2018,596537.0,45093.0,641690.0,0.9296342470663403
27,Q,2018,882208.0,60991.0,943470.0,0.9350673577326252
27,Q,2018,711580.0,60744.0,772571.0,0.9210545050228394
27,Q,2018,589758.0,53491.0,643356.0,0.9166899819073732
27,Q,2018,766526.0,84192.0,859314.0,0.8920208445341283
27,Q,2018,549571.0,50121.0,600746.0,0.914814247618794
27,Q,2018,784398.0,68728.0,858015.0,0.9142008006853029
27,Q,2018,632571.0,52861.0,685827.0,0.9223477640862784
27,Q,2018,863287.0,79884.0,943613.0,0.914874000252222
27,Q,2018,502530.0,80280.0,596328.0,0.8427073690988852
27,Q,2019,680963.0,46204.0,727433.0,0.9361178280336472
27,Q,2019,800281.0,56771.0,857491.0,0.9332820985876236
27,Q,2019,671206.0,57319.0,729139.0,0.9205460138601832
27,Q,2019,581508.0,60983.0,642587.0,0.904948279376956
27,Q,2019,763829.0,81660.0,856863.0,0.8914248835578149
27,Q,2019,586700.0,54830.0,641755.0,0.9142118098028064
27,Q,2019,369860.0,52274.0,427459.0,0.865252573931067
27,Q,2020,348626.0,64757.0,413393.0,0.8433282614848341
27,Q,2020,774602.0,99759.0,874364.0,0.8859033537519843
27,Q,2020,674506.0,76790.0,751327.0,0.8977529091860136
27,Q,2020,639273.0,69974.0,709272.0,0.9013086657868914
27,Q,2020,717124.0,74906.0,792042.0,0.9054115817090508
27,Q,2020,516858.0,51785.0,568649.0,0.9089227273766418
27,Q,2020,752920.0,74681.0,827609.0,0.9097532772118234
27,Q,2020,749347.0,77332.0,826683.0,0.9064502354590576
27,Q,2020,709805.0,75693.0,785501.0,0.9036334772330016
27,Q,2020,598939.0,100623.0,712296.0,0.8408568909554455
28,Q,2018,557995.0,39845.0,597897.0,0.9332627526145808
28,Q,2018,825355.0,52356.0,877910.0,0.9401362326434372
28,Q,2018,665144.0,51973.0,717222.0,0.9273892881144192
28,Q,2018,551782.0,45273.0,597131.0,0.9240551905695736
28,Q,2018,692646.0,69701.0,771469.0,0.8978273916385493
28,Q,2018,511718.0,42877.0,555454.0,0.9212608064754236
28,Q,2018,728523.0,61098.0,792196.0,0.9196246888396306
28,Q,2018,587745.0,45875.0,633864.0,0.9272414902881376
28,Q,2018,800287.0,70452.0,870901.0,0.9189184534177822
28,Q,2018,431747.0,69376.0,518396.0,0.8328517195348729
28,Q,2019,625625.0,42524.0,668421.0,0.9359744831475972
28,Q,2019,738210.0,47687.0,785947.0,0.9392618077300378
28,Q,2019,621519.0,45465.0,667375.0,0.9312890054317288
28,Q,2019,542455.0,46004.0,588539.0,0.921697627514914
28,Q,2019,686473.0,64754.0,758131.0,0.9054807150743076
28,Q,2019,542911.0,44399.0,587499.0,0.9241054027326004
28,Q,2019,344617.0,39988.0,391159.0,0.881015137067024
28,Q,2020,332760.0,42026.0,374876.0,0.8876535174297634
28,Q,2020,737924.0,67748.0,805672.0,0.9159111896652732
28,Q,2020,632943.0,57616.0,690559.0,0.9165661442396668
28,Q,2020,597843.0,53199.0,651044.0,0.918283556871732
28,Q,2020,670008.0,55878.0,725887.0,0.9230196986583312
28,Q,2020,480150.0,37300.0,517463.0,0.9278924290239108
28,Q,2020,705299.0,55908.0,761217.0,0.9265413147630702
28,Q,2020,700027.0,59856.0,759896.0,0.9212142187878342
28,Q,2020,660034.0,60951.0,721013.0,0.9154259354547004
28,Q,2020,567623.0,84837.0,660197.0,0.8597782177138036
29,Q,2018,352751.0,26693.0,379476.0,0.9295739387998186
29,Q,2018,522899.0,33894.0,556875.0,0.93898810325477
29,Q,2018,419630.0,35367.0,455061.0,0.9221401086887252
29,Q,2018,347535.0,31524.0,379115.0,0.9167007372433168
29,Q,2018,462712.0,47353.0,515136.0,0.8982326997142502
29,Q,2018,326948.0,27069.0,354607.0,0.9220009757280596
29,Q,2018,466501.0,39560.0,506783.0,0.9205143029659636
29,Q,2018,374705.0,30581.0,405372.0,0.9243484996497044
29,Q,2018,511700.0,46024.0,557850.0,0.917271668011114
29,Q,2018,301427.0,54170.0,362512.0,0.8314952332612437
29,Q,2019,390519.0,25095.0,415734.0,0.939348237093911
29,Q,2019,460503.0,29274.0,489860.0,0.940070632425591
29,Q,2019,384800.0,31417.0,416427.0,0.9240515144311008
29,Q,2019,335670.0,32051.0,367790.0,0.9126675548546724
29,Q,2019,449525.0,45996.0,499887.0,0.899253231230258
29,Q,2019,338416.0,29974.0,368613.0,0.9180793949209604
29,Q,2019,217583.0,27196.0,246204.0,0.8837508732595734
29,Q,2020,193596.0,38789.0,232392.0,0.8330579365898998
29,Q,2020,430603.0,60045.0,490682.0,0.8775602121129367
29,Q,2020,369041.0,51714.0,420766.0,0.8770694400212945
29,Q,2020,353101.0,43857.0,396961.0,0.889510556452649
29,Q,2020,398551.0,45038.0,443606.0,0.8984346469614929
29,Q,2020,291486.0,30625.0,322114.0,0.9049156509807088
29,Q,2020,424071.0,42806.0,466883.0,0.9083025083372064
29,Q,2020,421002.0,45548.0,466551.0,0.9023708019059008
29,Q,2020,398702.0,44561.0,443292.0,0.8994116744719056
29,Q,2020,345278.0,51819.0,397112.0,0.8694725921150708
30,Q,2018,545375.0,33304.0,578945.0,0.94201521733498
30,Q,2018,808473.0,41159.0,849721.0,0.9514570076531004
30,Q,2018,652118.0,41274.0,693573.0,0.9402297955658596
30,Q,2018,539544.0,37135.0,576774.0,0.9354513206212486
30,Q,2018,696184.0,61630.0,759933.0,0.916112341482736
30,Q,2018,499576.0,36295.0,536843.0,0.9305811941293824
30,Q,2018,717817.0,48284.0,766387.0,0.9366247078825712
30,Q,2018,576328.0,36538.0,613067.0,0.9400734340618562
30,Q,2018,787511.0,55561.0,843269.0,0.9338787504343216
30,Q,2018,457557.0,56406.0,518691.0,0.8821379202646662
30,Q,2019,608894.0,34271.0,643266.0,0.9465664281961116
30,Q,2019,718471.0,36916.0,755779.0,0.9506363632755078
30,Q,2019,602857.0,37527.0,641799.0,0.9393236823366816
30,Q,2019,525141.0,39855.0,566034.0,0.927755223184473
30,Q,2019,684611.0,57953.0,744840.0,0.9191383384351002
30,Q,2019,526612.0,37576.0,565043.0,0.9319857072824546
30,Q,2019,338392.0,35714.0,376517.0,0.8987429518454678
30,Q,2020,318567.0,44276.0,362843.0,0.8779747714576277
30,Q,2020,684803.0,78350.0,763159.0,0.8973267693888167
30,Q,2020,597604.0,55592.0,653198.0,0.9148895128276572
30,Q,2020,572991.0,42745.0,615745.0,0.9305654126302284
30,Q,2020,641971.0,45191.0,687164.0,0.9342325849433324
30,Q,2020,464883.0,30134.0,495027.0,0.9391063517747515
30,Q,2020,674359.0,46991.0,721360.0,0.9348439059554176
30,Q,2020,669811.0,51194.0,721017.0,0.9289808700765724
30,Q,2020,631223.0,54094.0,685324.0,0.9210577770514384
30,Q,2020,542840.0,74214.0,622875.0,0.871507124222356
31,R,2018,844693.0,47665.0,892420.0,0.946519575984402
31,R,2018,1235716.0,73544.0,1309510.0,0.9436476239203976
31,R,2018,989070.0,82142.0,1071635.0,0.922954177495136
31,R,2018,822775.0,70033.0,892958.0,0.9214039182133986
31,R,2018,1058279.0,103201.0,1164356.0,0.9088964199952592
31,R,2018,764025.0,67948.0,833193.0,0.9169844201763576
31,R,2018,1092772.0,86932.0,1190336.0,0.9180365879886015
31,R,2018,884486.0,66960.0,951722.0,0.9293533195618048
31,R,2018,1204005.0,103685.0,1308229.0,0.920331990805891
31,R,2018,691176.0,93758.0,791342.0,0.8734226162645228
31,R,2019,966903.0,49782.0,1016950.0,0.9507871576773688
31,R,2019,1134311.0,63743.0,1198228.0,0.9466570635972452
31,R,2019,943293.0,73964.0,1018469.0,0.9261872477218256
31,R,2019,823145.0,75567.0,898917.0,0.9157074568619796
31,R,2019,1068700.0,100201.0,1171814.0,0.9120048062235132
31,R,2019,827694.0,70548.0,898494.0,0.9212014771384116
31,R,2019,508176.0,79408.0,599190.0,0.8481049416712562
31,R,2020,515279.0,80216.0,595511.0,0.8652720100888145
31,R,2020,1121626.0,129118.0,1250763.0,0.8967534217113874
31,R,2020,952762.0,118358.0,1071136.0,0.8894874226988917
31,R,2020,905804.0,104855.0,1010670.0,0.8962411073842105
31,R,2020,1013888.0,114249.0,1128149.0,0.8987181657742018
31,R,2020,728162.0,83270.0,811452.0,0.897356836880062
31,R,2020,1058066.0,125411.0,1183509.0,0.8940075656374392
31,R,2020,1045610.0,137860.0,1183493.0,0.8834948749168774
31,R,2020,989154.0,134982.0,1124160.0,0.8799049957301451
31,R,2020,844183.0,153675.0,1023598.0,0.824721228451013
32,K,2018,140801.0,11700.0,152531.0,0.9230975998321652
32,K,2018,208428.0,15815.0,224309.0,0.9292003441680896
32,K,2018,167884.0,15774.0,183704.0,0.913883203414188
32,K,2018,139376.0,13745.0,153191.0,0.9098184619200866
32,K,2018,180821.0,22128.0,204337.0,0.8849156051033342
32,K,2018,130188.0,12391.0,142800.0,0.9116806722689076
32,K,2018,185975.0,18165.0,204266.0,0.9104549949575552
32,K,2018,150151.0,13828.0,164038.0,0.9153427864275352
32,K,2018,206661.0,20893.0,227695.0,0.907622038252926
32,K,2018,122484.0,19814.0,144332.0,0.8486267771526758
32,K,2019,160634.0,12240.0,172930.0,0.9288960851211472
32,K,2019,190661.0,14437.0,205128.0,0.9294733044733045
32,K,2019,159563.0,14800.0,174477.0,0.9145216848065936
32,K,2019,139151.0,14476.0,153651.0,0.9056302920254342
32,K,2019,181662.0,21159.0,203869.0,0.8910722081336545
32,K,2019,139516.0,14043.0,153587.0,0.9083841731396536
32,K,2019,89295.0,12825.0,102419.0,0.8718597135297161
32,K,2020,77756.0,19618.0,97380.0,0.798480180735264
32,K,2020,175945.0,29873.0,205825.0,0.8548281306935503
32,K,2020,153716.0,22634.0,176360.0,0.8716035382172829
32,K,2020,148061.0,18349.0,166416.0,0.8897041149889434
32,K,2020,166218.0,19732.0,185952.0,0.8938758389261745
32,K,2020,119779.0,13908.0,133712.0,0.8957984324518368
32,K,2020,175503.0,20073.0,195594.0,0.897282125218565
32,K,2020,176973.0,19764.0,196739.0,0.8995318670929505
32,K,2020,170167.0,18960.0,189128.0,0.8997451461444101
32,K,2020,147630.0,22830.0,172898.0,0.8538560307233166
