District,Year,Enrolled,Status,Percentage
17,2018,305865.0,Absent Percentage,9.098458470240137
17,2018,399481.0,Absent Percentage,10.729421424298028
17,2018,285717.0,Absent Percentage,8.810116303895112
17,2018,408564.0,Absent Percentage,8.632429680539646
17,2018,326597.0,Absent Percentage,8.541413423883256
17,2018,448792.0,Absent Percentage,9.767330968466462
17,2018,275860.0,Absent Percentage,15.357790183426376
17,2019,338060.0,Absent Percentage,7.2682364077382715
17,2019,397170.0,Absent Percentage,7.265150942921167
17,2019,337340.0,Absent Percentage,8.878579474713938
17,2019,297161.0,Absent Percentage,9.965641520926367
17,2019,386378.0,Absent Percentage,10.210467469679951
17,2019,297648.0,Absent Percentage,9.428922754394453
17,2019,198216.0,Absent Percentage,12.905618113573073
17,2020,189152.0,Absent Percentage,15.68579766536965
17,2020,398487.0,Absent Percentage,13.65289206423296
17,2020,342082.0,Absent Percentage,13.320198081161827
17,2020,322469.0,Absent Percentage,13.272283537332271
17,2020,359787.0,Absent Percentage,12.79562630111705
17,2020,256190.0,Absent Percentage,12.395487723954878
17,2020,377889.0,Absent Percentage,11.869358462405627
17,2020,377819.0,Absent Percentage,12.580362554556546
17,2020,358941.0,Absent Percentage,13.25928216614987
17,2020,326905.0,Absent Percentage,17.725944846362093
18,2018,210033.0,Absent Percentage,8.730532821032885
18,2018,308637.0,Absent Percentage,7.568438003220612
18,2018,251696.0,Absent Percentage,9.634638611658508
18,2018,209437.0,Absent Percentage,9.611482211834584
18,2018,273480.0,Absent Percentage,11.474330846862658
18,2018,194872.0,Absent Percentage,9.272753397101688
18,2018,278518.0,Absent Percentage,9.332969502868755
18,2018,223025.0,Absent Percentage,9.198520345252774
18,2018,306496.0,Absent Percentage,10.399483190645228
18,2018,185811.0,Absent Percentage,18.073203416374703
18,2019,220629.0,Absent Percentage,7.97991197893296
18,2019,260157.0,Absent Percentage,7.883316612660816
18,2019,221237.0,Absent Percentage,9.684636837418696
18,2019,195247.0,Absent Percentage,11.167393096948992
18,2019,256127.0,Absent Percentage,10.7614581828546
18,2019,195921.0,Absent Percentage,9.810076510430225
18,2019,130547.0,Absent Percentage,13.648724214267657
18,2020,117854.0,Absent Percentage,20.460909260610585
18,2020,248350.0,Absent Percentage,15.714113146768675
18,2020,212930.0,Absent Percentage,15.947964119663741
18,2020,201044.0,Absent Percentage,15.159368098525697
18,2020,224720.0,Absent Percentage,14.232378070487716
18,2020,160651.0,Absent Percentage,13.18199077503408
18,2020,233517.0,Absent Percentage,12.907411451842906
18,2020,233044.0,Absent Percentage,12.758963972468717
18,2020,221566.0,Absent Percentage,12.685610608125794
18,2020,198574.0,Absent Percentage,17.24747449313606
19,2018,309296.0,Absent Percentage,9.916390771299985
19,2018,454651.0,Absent Percentage,8.36927665396095
19,2018,371760.0,Absent Percentage,10.233483968151495
19,2018,309906.0,Absent Percentage,10.101127438642685
19,2018,413137.0,Absent Percentage,12.668920963264002
19,2018,288993.0,Absent Percentage,10.480530670293051
19,2018,412602.0,Absent Percentage,10.328112806045535
19,2018,329653.0,Absent Percentage,9.8964668909429
19,2018,453176.0,Absent Percentage,10.756747930163998
19,2018,286123.0,Absent Percentage,17.761941542623276
19,2019,348131.0,Absent Percentage,9.184186412586067
19,2019,409627.0,Absent Percentage,8.6381024688314
19,2019,348304.0,Absent Percentage,10.085442601865036
19,2019,307119.0,Absent Percentage,11.550245995851771
19,2019,406209.0,Absent Percentage,11.9411435984924
19,2019,305963.0,Absent Percentage,10.25385422420358
19,2019,203979.0,Absent Percentage,14.097039401114822
19,2020,192919.0,Absent Percentage,21.21771313349126
19,2020,407545.0,Absent Percentage,14.069857316369971
19,2020,348980.0,Absent Percentage,11.94079889965041
19,2020,329114.0,Absent Percentage,10.540420644518314
19,2020,367293.0,Absent Percentage,10.457318816312862
19,2020,263018.0,Absent Percentage,10.054825145047106
19,2020,384025.0,Absent Percentage,9.645726189701191
19,2020,384210.0,Absent Percentage,10.112698784518882
19,2020,365036.0,Absent Percentage,9.972441074305
19,2020,331371.0,Absent Percentage,14.519073787386343
20,2018,746069.0,Absent Percentage,5.205282621312506
20,2018,1094135.0,Absent Percentage,4.6882697290553725
20,2018,894712.0,Absent Percentage,5.064422965155268
20,2018,745009.0,Absent Percentage,5.674025414458081
20,2018,981010.0,Absent Percentage,6.472207215013098
20,2018,694760.0,Absent Percentage,5.9604755599055785
20,2018,989052.0,Absent Percentage,5.523167639315223
20,2018,794764.0,Absent Percentage,5.280687097050193
20,2018,1093308.0,Absent Percentage,5.845013482019705
20,2018,668628.0,Absent Percentage,8.457767248754164
20,2019,846544.0,Absent Percentage,5.316321419796254
20,2019,995967.0,Absent Percentage,4.858393902609223
20,2019,846154.0,Absent Percentage,5.035017266360497
20,2019,746220.0,Absent Percentage,6.196698024711211
20,2019,999942.0,Absent Percentage,6.695488338323623
20,2019,745723.0,Absent Percentage,6.073837068187517
20,2019,497365.0,Absent Percentage,10.993938053542166
20,2020,495293.0,Absent Percentage,12.819078807897547
20,2020,1042822.0,Absent Percentage,8.477573353841787
20,2020,893593.0,Absent Percentage,7.720740874201118
20,2020,843005.0,Absent Percentage,6.975047597582458
20,2020,940836.0,Absent Percentage,6.894931741557508
20,2020,678011.0,Absent Percentage,6.255650719531099
20,2020,986622.0,Absent Percentage,7.2330639292454455
20,2020,986368.0,Absent Percentage,7.6427864650921356
20,2020,937457.0,Absent Percentage,8.262032285214147
20,2020,848201.0,Absent Percentage,11.011658793139834
21,2018,520425.0,Absent Percentage,7.016765143872797
21,2018,763261.0,Absent Percentage,6.077737497396042
21,2018,623527.0,Absent Percentage,7.315641503896384
21,2018,519027.0,Absent Percentage,7.597292626395159
21,2018,675576.0,Absent Percentage,9.125250156903146
21,2018,483468.0,Absent Percentage,8.335608561476665
21,2018,688543.0,Absent Percentage,7.67417575953862
21,2018,552079.0,Absent Percentage,7.510157060855422
21,2018,758499.0,Absent Percentage,8.22347821157312
21,2018,456678.0,Absent Percentage,13.10639006039266
21,2019,588760.0,Absent Percentage,6.068516882940417
21,2019,693591.0,Absent Percentage,5.82778611602515
21,2019,589941.0,Absent Percentage,6.9762908494239255
21,2019,520195.0,Absent Percentage,8.170397639346785
21,2019,676023.0,Absent Percentage,8.844077790252697
21,2019,518835.0,Absent Percentage,7.949348058631357
21,2019,345759.0,Absent Percentage,12.26490127516565
21,2020,339454.0,Absent Percentage,16.487653702710826
21,2020,717181.0,Absent Percentage,11.142514929982807
21,2020,614036.0,Absent Percentage,11.001635083285018
21,2020,578960.0,Absent Percentage,10.932534199253835
21,2020,645699.0,Absent Percentage,11.577066094263735
21,2020,462216.0,Absent Percentage,9.906840092078163
21,2020,675910.0,Absent Percentage,10.619313222174549
21,2020,674969.0,Absent Percentage,10.667749185518149
21,2020,641327.0,Absent Percentage,11.185089665646386
21,2020,580808.0,Absent Percentage,15.051617746312035
22,2018,504442.0,Absent Percentage,5.737825161267302
22,2018,740116.0,Absent Percentage,4.71574726124013
22,2018,605320.0,Absent Percentage,6.1139562545430515
22,2018,504115.0,Absent Percentage,6.235283615841623
22,2018,656043.0,Absent Percentage,8.142301647910275
22,2018,469551.0,Absent Percentage,6.757306448074862
22,2018,669045.0,Absent Percentage,6.221255670395863
22,2018,535452.0,Absent Percentage,6.127906889879952
22,2018,735714.0,Absent Percentage,6.436060751868252
22,2018,440359.0,Absent Percentage,11.92663258841082
22,2019,558061.0,Absent Percentage,5.404785498359498
22,2019,657185.0,Absent Percentage,4.60342217183898
22,2019,558856.0,Absent Percentage,5.721688592410209
22,2019,492348.0,Absent Percentage,7.039126796493537
22,2019,638231.0,Absent Percentage,7.742337805590766
22,2019,491598.0,Absent Percentage,6.475006000838084
22,2019,327746.0,Absent Percentage,9.97235664203377
22,2020,318212.0,Absent Percentage,11.626525712418136
22,2020,667211.0,Absent Percentage,9.468968587148593
22,2020,570497.0,Absent Percentage,8.374277165348811
22,2020,537985.0,Absent Percentage,8.376441722352853
22,2020,600279.0,Absent Percentage,8.480056773600275
22,2020,431031.0,Absent Percentage,7.779254856379239
22,2020,629063.0,Absent Percentage,7.739765333519855
22,2020,628631.0,Absent Percentage,8.411930051174696
22,2020,597237.0,Absent Percentage,9.263659150387534
22,2020,538303.0,Absent Percentage,12.996769477413277
23,2018,128432.0,Absent Percentage,11.043197956895478
23,2018,190314.0,Absent Percentage,9.639858339375978
23,2018,156613.0,Absent Percentage,12.431279651114531
23,2018,130407.0,Absent Percentage,12.421879193601571
23,2018,178358.0,Absent Percentage,14.396326489420156
23,2018,121343.0,Absent Percentage,12.185292929958877
23,2018,173564.0,Absent Percentage,11.960429582171418
23,2018,139332.0,Absent Percentage,11.519966698245916
23,2018,191929.0,Absent Percentage,13.063163982514366
23,2018,127581.0,Absent Percentage,19.42765772332871
23,2019,141494.0,Absent Percentage,9.795468359082363
23,2019,168146.0,Absent Percentage,10.402864177559977
23,2019,143008.0,Absent Percentage,11.983944954128441
23,2019,126241.0,Absent Percentage,13.577997639435683
23,2019,171483.0,Absent Percentage,13.873678440428497
23,2019,126217.0,Absent Percentage,11.585602573345904
23,2019,84185.0,Absent Percentage,16.112133990615906
23,2020,76428.0,Absent Percentage,20.35379703773486
23,2020,161924.0,Absent Percentage,14.585855092512537
23,2020,139746.0,Absent Percentage,13.10305840596511
23,2020,132224.0,Absent Percentage,14.118465634075509
23,2020,147899.0,Absent Percentage,13.726259136302478
23,2020,106823.0,Absent Percentage,13.373524428259831
23,2020,154356.0,Absent Percentage,11.343258441524787
23,2020,153892.0,Absent Percentage,10.877108621630754
23,2020,146141.0,Absent Percentage,10.157998097727537
23,2020,132245.0,Absent Percentage,12.591780407576847
24,2018,841686.0,Absent Percentage,5.361857034571087
24,2018,1233456.0,Absent Percentage,4.860813843379902
24,2018,1007933.0,Absent Percentage,5.5932289150171695
24,2018,838787.0,Absent Percentage,6.115259297056345
24,2018,1109338.0,Absent Percentage,7.546392533204488
24,2018,781801.0,Absent Percentage,5.910327564175538
24,2018,1116766.0,Absent Percentage,5.65704901474436
24,2018,892996.0,Absent Percentage,5.29767210603407
24,2018,1229486.0,Absent Percentage,5.934024462254959
24,2018,759454.0,Absent Percentage,9.030961717233698
24,2019,934764.0,Absent Percentage,4.72354519429503
24,2019,1100184.0,Absent Percentage,4.602048384633843
24,2019,934198.0,Absent Percentage,5.414269780068038
24,2019,823675.0,Absent Percentage,6.617051628372842
24,2019,1086765.0,Absent Percentage,7.468127884133184
24,2019,822319.0,Absent Percentage,6.29719123600452
24,2019,547988.0,Absent Percentage,8.455477127236364
24,2020,532475.0,Absent Percentage,15.010469975116203
24,2020,1115183.0,Absent Percentage,8.72152821554848
24,2020,954454.0,Absent Percentage,8.26535380437402
24,2020,900261.0,Absent Percentage,7.400853752411801
24,2020,1004624.0,Absent Percentage,7.072198155727914
24,2020,725663.0,Absent Percentage,6.250284222841733
24,2020,1054938.0,Absent Percentage,6.503984120393805
24,2020,1055258.0,Absent Percentage,7.040268825254109
24,2020,1003956.0,Absent Percentage,7.772252967261513
24,2020,905854.0,Absent Percentage,11.26207976119772
25,2018,550848.0,Absent Percentage,5.777092773324038
25,2018,807524.0,Absent Percentage,5.202569830741872
25,2018,659851.0,Absent Percentage,6.34143162623077
25,2018,549439.0,Absent Percentage,6.861726233485428
25,2018,724649.0,Absent Percentage,7.212457341416327
25,2018,512286.0,Absent Percentage,6.954904096539824
25,2018,732764.0,Absent Percentage,6.705842535932442
25,2018,586204.0,Absent Percentage,6.449290690612824
25,2018,805168.0,Absent Percentage,6.875956322158854
25,2018,496619.0,Absent Percentage,9.203433618125768
25,2019,623196.0,Absent Percentage,5.355137067632013
25,2019,733460.0,Absent Percentage,5.054945054945055
25,2019,623393.0,Absent Percentage,6.062467817251718
25,2019,549786.0,Absent Percentage,7.04183082144689
25,2019,723157.0,Absent Percentage,7.39355354369798
25,2019,548110.0,Absent Percentage,7.3249895094050474
25,2019,365471.0,Absent Percentage,10.601388345450118
25,2020,357126.0,Absent Percentage,10.366649305847236
25,2020,749681.0,Absent Percentage,7.266423985668571
25,2020,642280.0,Absent Percentage,6.9675219530422865
25,2020,606020.0,Absent Percentage,6.6388898056169765
25,2020,676763.0,Absent Percentage,6.353036439639874
25,2020,486627.0,Absent Percentage,5.878629833527527
25,2020,708713.0,Absent Percentage,6.347844614110366
25,2020,708179.0,Absent Percentage,6.725700705612564
25,2020,672628.0,Absent Percentage,7.531651968101238
25,2020,611380.0,Absent Percentage,9.601066439857373
26,2018,475691.0,Absent Percentage,4.577551393656806
26,2018,696309.0,Absent Percentage,4.1691260632851215
26,2018,568911.0,Absent Percentage,5.968947691290905
26,2018,474001.0,Absent Percentage,5.672350902213286
26,2018,606500.0,Absent Percentage,6.04237427864798
26,2018,438820.0,Absent Percentage,5.832915546237637
26,2018,626459.0,Absent Percentage,5.29100866936224
26,2018,500643.0,Absent Percentage,5.611783246744687
26,2018,688373.0,Absent Percentage,5.832448396436234
26,2018,390196.0,Absent Percentage,9.427569734184871
26,2019,537323.0,Absent Percentage,4.202314064352354
26,2019,630314.0,Absent Percentage,3.762569132210295
26,2019,534593.0,Absent Percentage,4.72116170619518
26,2019,471159.0,Absent Percentage,5.495597027754961
26,2019,602551.0,Absent Percentage,6.132592925744045
26,2019,467912.0,Absent Percentage,5.637812238198635
26,2019,311971.0,Absent Percentage,8.324812242163535
26,2020,307907.0,Absent Percentage,6.8413514470278365
26,2020,645080.0,Absent Percentage,5.193929435108824
26,2020,551354.0,Absent Percentage,4.393910264548729
26,2020,519625.0,Absent Percentage,4.898917488573491
26,2020,579560.0,Absent Percentage,5.6658499551383805
26,2020,410198.0,Absent Percentage,4.753558037825636
26,2020,604034.0,Absent Percentage,5.014121721624941
26,2020,603907.0,Absent Percentage,5.364236546355648
26,2020,573245.0,Absent Percentage,6.114314123978404
26,2020,520512.0,Absent Percentage,11.941703553424322
27,2018,641690.0,Absent Percentage,7.027224984026555
27,2018,943470.0,Absent Percentage,6.464540472935017
27,2018,772571.0,Absent Percentage,7.862578326134427
27,2018,643356.0,Absent Percentage,8.31437027089201
27,2018,859314.0,Absent Percentage,9.797582722962735
27,2018,600746.0,Absent Percentage,8.343126712454183
27,2018,858015.0,Absent Percentage,8.010116373256878
27,2018,685827.0,Absent Percentage,7.707628891834238
27,2018,943613.0,Absent Percentage,8.465758737957191
27,2018,596328.0,Absent Percentage,13.462389825733489
27,2019,727433.0,Absent Percentage,6.351650255075038
27,2019,857491.0,Absent Percentage,6.620594268627893
27,2019,729139.0,Absent Percentage,7.8611897045693615
27,2019,642587.0,Absent Percentage,9.490232451014414
27,2019,856863.0,Absent Percentage,9.530111581431337
27,2019,641755.0,Absent Percentage,8.543758911110938
27,2019,427459.0,Absent Percentage,12.229009097948575
27,2020,413393.0,Absent Percentage,15.664754845873055
27,2020,874364.0,Absent Percentage,11.409321518269278
27,2020,751327.0,Absent Percentage,10.220583048393044
27,2020,709272.0,Absent Percentage,9.865608680449814
27,2020,792042.0,Absent Percentage,9.457326757924452
27,2020,568649.0,Absent Percentage,9.106672129907905
27,2020,827609.0,Absent Percentage,9.023705638773865
27,2020,826683.0,Absent Percentage,9.354492592686677
27,2020,785501.0,Absent Percentage,9.636270354843598
27,2020,712296.0,Absent Percentage,14.126570976111056
28,2018,597897.0,Absent Percentage,6.664191323923687
28,2018,877910.0,Absent Percentage,5.9637092640475675
28,2018,717222.0,Absent Percentage,7.2464313699245135
28,2018,597131.0,Absent Percentage,7.581753417591784
28,2018,771469.0,Absent Percentage,9.034841322204782
28,2018,555454.0,Absent Percentage,7.719271082753927
28,2018,792196.0,Absent Percentage,7.712485294043393
28,2018,633864.0,Absent Percentage,7.237356909368571
28,2018,870901.0,Absent Percentage,8.089553232801432
28,2018,518396.0,Absent Percentage,13.382819311877405
28,2019,668421.0,Absent Percentage,6.361858768650297
28,2019,785947.0,Absent Percentage,6.067457474867898
28,2019,667375.0,Absent Percentage,6.812511706312044
28,2019,588539.0,Absent Percentage,7.816644266565173
28,2019,758131.0,Absent Percentage,8.541267933905882
28,2019,587499.0,Absent Percentage,7.557289459216101
28,2019,391159.0,Absent Percentage,10.22295281458435
28,2020,374876.0,Absent Percentage,11.210640318398617
28,2020,805672.0,Absent Percentage,8.408881033472678
28,2020,690559.0,Absent Percentage,8.343385576033329
28,2020,651044.0,Absent Percentage,8.171337113927784
28,2020,725887.0,Absent Percentage,7.6978923716776855
28,2020,517463.0,Absent Percentage,7.208244840693924
28,2020,761217.0,Absent Percentage,7.344554837845188
28,2020,759896.0,Absent Percentage,7.876867360796741
28,2020,721013.0,Absent Percentage,8.453523029404462
28,2020,660197.0,Absent Percentage,12.850255302583927
29,2018,379476.0,Absent Percentage,7.034173439163478
29,2018,556875.0,Absent Percentage,6.086464646464647
29,2018,455061.0,Absent Percentage,7.7719250825713475
29,2018,379115.0,Absent Percentage,8.315155032114266
29,2018,515136.0,Absent Percentage,9.19232979252081
29,2018,354607.0,Absent Percentage,7.633521052883897
29,2018,506783.0,Absent Percentage,7.806102414642954
29,2018,405372.0,Absent Percentage,7.543934953573508
29,2018,557850.0,Absent Percentage,8.250246482029219
29,2018,362512.0,Absent Percentage,14.942953612570067
29,2019,415734.0,Absent Percentage,6.036311680064657
29,2019,489860.0,Absent Percentage,5.975993140897399
29,2019,416427.0,Absent Percentage,7.544419550125232
29,2019,367790.0,Absent Percentage,8.71448380869518
29,2019,499887.0,Absent Percentage,9.201279489164552
29,2019,368613.0,Absent Percentage,8.131563455439716
29,2019,246204.0,Absent Percentage,11.046124352163247
29,2020,232392.0,Absent Percentage,16.691194189128712
29,2020,490682.0,Absent Percentage,12.237049657415596
29,2020,420766.0,Absent Percentage,12.290441718199665
29,2020,396961.0,Absent Percentage,11.04818861298717
29,2020,443606.0,Absent Percentage,10.15270307434976
29,2020,322114.0,Absent Percentage,9.507503554642145
29,2020,466883.0,Absent Percentage,9.16846404773787
29,2020,466551.0,Absent Percentage,9.762705470570205
29,2020,443292.0,Absent Percentage,10.052290589498568
29,2020,397112.0,Absent Percentage,13.04896351658978
30,2018,578945.0,Absent Percentage,5.752532623997098
30,2018,849721.0,Absent Percentage,4.8438252085096165
30,2018,693573.0,Absent Percentage,5.950923695126541
30,2018,576774.0,Absent Percentage,6.438397015122041
30,2018,759933.0,Absent Percentage,8.109925480272603
30,2018,536843.0,Absent Percentage,6.7608220652965585
30,2018,766387.0,Absent Percentage,6.300211250973725
30,2018,613067.0,Absent Percentage,5.959870617730199
30,2018,843269.0,Absent Percentage,6.588763490653634
30,2018,518691.0,Absent Percentage,10.87468261450459
30,2019,643266.0,Absent Percentage,5.327656055193342
30,2019,755779.0,Absent Percentage,4.884496658414695
30,2019,641799.0,Absent Percentage,5.84715775499806
30,2019,566034.0,Absent Percentage,7.041096471236711
30,2019,744840.0,Absent Percentage,7.780597175232265
30,2019,565043.0,Absent Percentage,6.650113354204901
30,2019,376517.0,Absent Percentage,9.485361882730395
30,2020,362843.0,Absent Percentage,12.202522854237232
30,2020,763159.0,Absent Percentage,10.266536855360417
30,2020,653198.0,Absent Percentage,8.510742531361087
30,2020,615745.0,Absent Percentage,6.94199709295244
30,2020,687164.0,Absent Percentage,6.576450454331136
30,2020,495027.0,Absent Percentage,6.087344730691457
30,2020,721360.0,Absent Percentage,6.514223134080072
30,2020,721017.0,Absent Percentage,7.10024867652219
30,2020,685324.0,Absent Percentage,7.89320088016763
30,2020,622875.0,Absent Percentage,11.91475015051174
31,2018,892420.0,Absent Percentage,5.3410950001120545
31,2018,1309510.0,Absent Percentage,5.616146497544883
31,2018,1071635.0,Absent Percentage,7.665109855501173
31,2018,892958.0,Absent Percentage,7.842810076173795
31,2018,1164356.0,Absent Percentage,8.863354506697265
31,2018,833193.0,Absent Percentage,8.155133324451839
31,2018,1190336.0,Absent Percentage,7.303148018710684
31,2018,951722.0,Absent Percentage,7.035667978674446
31,2018,1308229.0,Absent Percentage,7.925600181619578
31,2018,791342.0,Absent Percentage,11.847974706258482
31,2019,1016950.0,Absent Percentage,4.895225920645066
31,2019,1198228.0,Absent Percentage,5.319772196944155
31,2019,1018469.0,Absent Percentage,7.262273078512944
31,2019,898917.0,Absent Percentage,8.406449093742804
31,2019,1171814.0,Absent Percentage,8.55093043776572
31,2019,898494.0,Absent Percentage,7.85180535429285
31,2019,599190.0,Absent Percentage,13.25255761945293
31,2020,595511.0,Absent Percentage,13.470112222948021
31,2020,1250763.0,Absent Percentage,10.323138756103274
31,2020,1071136.0,Absent Percentage,11.049763988886566
31,2020,1010670.0,Absent Percentage,10.3748008746673
31,2020,1128149.0,Absent Percentage,10.12711973329764
31,2020,811452.0,Absent Percentage,10.261851594425794
31,2020,1183509.0,Absent Percentage,10.596539612288542
31,2020,1183493.0,Absent Percentage,11.648569108562533
31,2020,1124160.0,Absent Percentage,12.007365499573014
31,2020,1023598.0,Absent Percentage,15.013218079753965
32,2018,152531.0,Absent Percentage,7.670571883748221
32,2018,224309.0,Absent Percentage,7.050541886415614
32,2018,183704.0,Absent Percentage,8.586639376388103
32,2018,153191.0,Absent Percentage,8.972459217578056
32,2018,204337.0,Absent Percentage,10.829169460254384
32,2018,142800.0,Absent Percentage,8.67717086834734
32,2018,204266.0,Absent Percentage,8.892816229817981
32,2018,164038.0,Absent Percentage,8.429754081371389
32,2018,227695.0,Absent Percentage,9.175871231252334
32,2018,144332.0,Absent Percentage,13.728071390959732
32,2019,172930.0,Absent Percentage,7.0780084427224885
32,2019,205128.0,Absent Percentage,7.038044538044538
32,2019,174477.0,Absent Percentage,8.48249339454484
32,2019,153651.0,Absent Percentage,9.421350983722853
32,2019,203869.0,Absent Percentage,10.37872359211062
32,2019,153587.0,Absent Percentage,9.143351976404253
32,2019,102419.0,Absent Percentage,12.52209062771556
32,2020,97380.0,Absent Percentage,20.145820497021976
32,2020,205825.0,Absent Percentage,14.513785983238186
32,2020,176360.0,Absent Percentage,12.83397595826718
32,2020,166416.0,Absent Percentage,11.025983078550139
32,2020,185952.0,Absent Percentage,10.61134056100499
32,2020,133712.0,Absent Percentage,10.401459854014599
32,2020,195594.0,Absent Percentage,10.262584741863247
32,2020,196739.0,Absent Percentage,10.045796715445336
32,2020,189128.0,Absent Percentage,10.024956643120003
32,2020,172898.0,Absent Percentage,13.20431699614802
1,2018,164301.0,Present Percentage,92.91057266845607
1,2018,241101.0,Present Percentage,92.92537152479666
1,2018,198346.0,Present Percentage,91.25820535831325
